soru,cevap,cevaplayan_unvan
İyi akşamlar 15.05.2021 de hakkkimda sikayet vardı ama haber vermek için ulasamadilar hakkımda yakalanma kararı çıktı dün savcıya gidip ifade verdim yani 3 buçuk sene sonra dün ifadeye goturuldum hakkımda sikayet olunca 2021 de bana ulaşırlar Di neden dün ifade verdim birini sikayet edince 3 buçuk sene sonra mı ifade için çağrılır hiç bisey anlamadım,"Merhaba, mahkeme ve savcılığın yoğunluğu sebebiyle kamu davasının açılması ve buna bağlı olarak yargılama uzayabilmektedir.",Hukuk Bilgi Platformu
Merhaba 02 11 2011 tarihinden beri aynı iş yerinde çalışıyorum. 2023 Kasım ayında işten ayrılmak için karar aldım kıdem tazminatı ödendi. 30 12 2023 de çıkış yaptım. Daha sonra çalışmak için yeni bir karar aldık ve 16 01 2024 de giriş yaptık şuan ailevi sorunlarım nedeniyle işten ayrılmak istiyorum. Mevcut durumda ihbar sürem ne kadar olması gerekli. İlk ise giriş olan 02 11 2011 mi Yoksa en son 16 01 2024 mu Yardımcı olurmusnuz,"Merhaba, eğer aynı işyerinde çalışmaya devam ettiyseniz ihbar sürenizi 02.11.2011 tarihini dikkate alarak hesap etmeniz gerekir.",Hukuk Bilgi Platformu
Merhabalar hakimin verdigi 3 gün hapis cezası uzatılır mı yani 3 gün yatar varsa 3 günde önce ve 3 günden sonra çıkamaz hapisten birde hafta sonu çıkış var mı hapishaneden slaiverme,"Merhaba, olağan dışı bir durum olmadığı müddetçe hakimin verdiği hapis cezası uzatılmaz.",Hukuk Bilgi Platformu
Oğlum 2001 Almanya doğumlu.daha önce hiç kimlik almadık şimdi almak istiyoruz.Almanyadanda alabilirmiyiz.selamlar.,"Merhaba, evet şartlarını yerine getirdiğiniz takdirde alabilirsiniz.",Hukuk Bilgi Platformu
Merhaba İşten çıkarıldım tazminatlı bi şekilde tazminatımı 4 takside böldüler ve imza attırdılar kabul etmedim tek seferde yatırın dedim işverenin sunduğu şey bu dediler imza attım kanunen tazminatı 4 taksite bölebilirlermi ? İmza attım ama bu saatten sonra bişey yapabilirmiyim,"Merhaba, çalışanın rızası bulunmadığı sürece işveren tek taraflı iradesi ile taksitlendirme yapamaz. Ancak işçi ve işveren karşılıklı olarak ödemelerin taksitle yapılması hususunda anlaşmaya vardılarsa tazminat ödemesi birden fazla taksitle yapılabilir. Söz konusu sizin durumunuzda ise her ne kadar imza atmış olsanız da aslında rızanız olmadığını size zorla imza atmaya mahkum bıraktıklarını ispat edebilmeniz gerekmektedir.",Hukuk Bilgi Platformu
"Merhaba; Kia Sportage 2020 model arabam var, Araç 3-4 yıllık olmasına rağmen iki kere şanzıman kavraması değişti.İlkini garantiden değiştirmişler, ikincisinide ücret karşılığında değiştirmişler, biz aracı 1 sene önce akrabamızdan aldık .Diğer iki değişim onda iken olmuş ,servis raporlarında çıkıyor.Şimdi aynı arızayı tekrar veriyor. Servisi aradığımda, bana tekrardan cebimden yaptırmam gerektiğini söylüyorlar bununla ilgili ne yapabiliriz yardımcı olurmusunuz.","Merhaba, aracın garanti süresi kaç yıl? Eğer aracın garanti süresi geçmediyse ve buna rağmen yaptırmıyorlarsa bu hususa ilişkin olarak tüketici hakem heyetine başvurabilirsiniz.",Hukuk Bilgi Platformu
Merhaba 2010 yılında ölen babamız adına reddi miras yaptık. Bugün 2001 ve 2010 tarihli muris olarak vergi ödeme tebliği geldi. Bunu ödememek ve itiraz için ne yapmalıyız?,"Merhaba, reddi miras ölümden itibaren üç ay içinde yapılmalıdır. Reddi miras yapan mirasçı, hem mirastan hem de borçtan kurtulur. Reddi miras vergi borcu durumunda, mirasçılar, miras bırakanın vergi borcundan da muaf olurlar. Söz konusu sizin durumunuzda ise; eğer babanızın vefatından itibaren üç ay içinde reddi miras yaptıysanız vergi borcunu ödemek zorunda değilsiniz.",Hukuk Bilgi Platformu
Balıkesir Bigadiç Turfullar mahallesinde yaşıyorum evim iki katlı yan tarafın evinin önü bnm birinci kattan başlıyor bnm pencerem onun avlusuna bakıyo diye bnm camımın önünü kapattı evime güneş girmiyo kapatma dedim tapulu istediğim gibi kapatırım sana mı sorcam dedi bunu gerçekten kapata bilir mi,"Merhaba, söz konusu yaşadığınız yerde komşunuzun sizin camınızın önünü kapatma hakkı bulunmamaktadır. Karşı tarafın tapu sahibi olması kendisine bu hakkı tanımamaktadır. Bu konuya ilişkin olarak şikayette bulunabilirsiniz.",Hukuk Bilgi Platformu
"Merhaba ben Mehmet,bundan 5 ay önce slovakya isci vizesi basvurusu için bir vize danışmanlık şirketine tüm evrakları ve pasaportumu hazırlayıp gönderdim fakat 5 ay geçmesine rağmen her aradığımda bir bahane uydurup randevu alamadılar ve gönderin pasaportumu vazgeçtim diyorum hiç cevap vermiyorlar pasaportumu alamıyorum bu konuda ne yapabilirim?","Merhaba, pasaportunuzu size iade etmek zorundalar. Bu konuya ilişkin olarak savcılığa suç duyurusunda bulunabilirsiniz.",Hukuk Bilgi Platformu
Merhaba ben tır şoförüyum mesleki yeterlilik belgesi yani src 5 belgem süresi dolmak uzere oldugu için yaşadığım ilcede kursa kayıt oldum aynı gün ucreti komple ödedim ben yenileme yapacagim icin 9 † 6 saat egitim almam gerekli ama kurs 32 saat yani 6 gün derse gelmem gerektigini soyleyip gelmedigim için kayıtı iptal edip ucreti iade etmeyecegini söyledi su sebeble yazdım ve bilginizi almak istedim başka kursa kayıt oldum 2 gün 9 † 6 saat egitim sonrası sinav tarihinde sinava girecegim ucreti iade etmemeleri haklarımıdır,"Merhaba, bu konuyla ilgili olarak kursun şartnamesine bakmanız gerekiyor. Kursa kaydolduğunuzda size imzalatılan kursun iptal edilmesi durumunda sürecin nasıl ilerleyeceğine ilişkin şartnamede ücretin iade edilip edilmeyeceğine ilişkin madde olması gerekir.",Hukuk Bilgi Platformu
"Memlekette kayınpetrin tarlasına 2-b geldi çıkan miktarı ödeyemediği için 9 cocuğunu tek,tek sordu,görüşünü aldı,,ödeyemiyoum ,ödeyenlere satışını yapacağını,tarla ödeyenleri malıdır 9. Çocuktan 3 çocuğu ödemeye satışa razıı olup. Ancak babalarının eline ,ilerde önümüze çıkabilecek sıkıntılara karşı 3 adet ödeme günü tarihsiz senet aldık,(devlet hast,o zaman 72 yanında idi akıl sağlığı raporu alarak ,tabu dairesinde satışını aldıktan sonra borcu ödedi, 3 kardeş tabularını aldı,(tabuyu alanı 10 yıl oldu,kayınpeter hala hayatta ve 86 yaşında,,,kulağımıza dedikodulara göre ,ödemeye lerden 2 kardeş ödeyen 3 kardeşi mirastan mal kaçırma ,pay istemek için mahkemeye vermek için babamızın ölümünü bekliyoruz diyorlarmış,3 kardeşin elinde 3 TAPU + 3 AÇIK SENET var,, ,SORUM ŞU :babanın ölümün den sonra ,bunlar ne,neler YAPABİLİRLER,,baba hayatta , gönlü ödeyen 3 kardeşten yana,,, 2,soru baba hayatta iken biz NE, NELER YAPMAMIZ LAZIM !?! TŞK,,,","Merhaba, kayınpederiniz zaten kardeşlerin tek tek görüşünü almış ve tarlayı ödeyenlere vereceğini bildirmiş. Bu aşamada diğer kardeşler mirastan mal kaçırma hususuna ilişkin olarak dava açsa bile aranızdaki anlaşmadan bahsedebilir, ödemeyi yapan kardeşlerin tapuya sahip olduğunu bildirebilirsiniz.",Hukuk Bilgi Platformu
"İyi günler, bana 06.04.2024 tarihinde bana bir numaradan son ihtar şeklinde mesaj geldi. Sn.H.... E.... Bu SON ihtardır. Uzlaşma ve Evrak kapanışınız için çok acil İletişime geçiniz ANADOLU HUKUK BÜROSU 0216 206 05 13 Numarayı aradım ve ödeme yapmam gerektiğini söylediler. Ödeme yaptım ve sonra avukat ücreti istediler onu da ödedim. Sonrasında temiz kağıdı alabilmem için tekrar bir ödeme yaptım. Daha sonra 2 dçtane daha dosyanız çıktı dediler. Ne yapmam gerekir? Paramı nasıl geri alabilirim? Gerçekten bir hukuk icra davam varmı emin değilim yoksa dolandırıldımmı? Saygılar","Merhaba, eğer sizin bir davanız dolayısı ile borcunuz olsaydı zaten size posta yolu ile tebliğ edilirdi. Telefondan iletişime geçmezler. Söz konusu yaşadığınız bu duruma ilişkin olarak savcılığa suç duyurusunda bulunabilirsiniz.",Hukuk Bilgi Platformu
"Öncelikle merhabalar maddi durumum iyi olmadığı için herhangi bi avukata danışma ücreti ödeme imkanım olmadığı ve sizin buradan yardımcı olduğunuzu duyduğum için yazmak istedim değerli vaktinizi çaldığım için özür dilerim. Ben haziran 2023 yılında diyarbakırda bi pamuk fabrikasında işe başladım sezonluk bi işti amcam davet etti ve gittim fabrikanın usta başı amcamdı fabrikada sözleşmeli olarak 5+1 aylık bi anlaşma yaptık yani 5 ay çalışacağız iş sonunda 1 ayda ikramiye alacagız sözleşmeyi 3 kişi imzaladı usta başı olan amcam şirket sahibi ve şirket muhasebecisi bizim herhangi bi imzamız yok, biz sözleşmeyi sadece görsel olarak gördük bize amcam vermedi çalıştığımız şirket bize maaşlarımızı usta başı üzerinden gönderiyordu birsürü çalışan olmasına ragmen kimsenin maaş ödemesini banka hesabına göndererek yapmadı. ustabaşı(amcam) bizi dolandırdı maaşlarımızı hep eksik ödedi şuandada içerde maaş ve ikramiye alacağımız kaldı şirketle görüştüğümüzde maaşlarımızın çoğu kısmını ödediği çok az bi miktar amcama borçlarının kaldğını söylüyor.bizde kendisine amcamın bizim maaşlarımızı ödemediğini hala alacağımızın kaldığını kalan o cuzi miktarı en azından bize göndermesini usta başına göndermemesini söyledik , kendisinde usta başınının amcam olduğunu hesabı o bildiğini ve mecbur ona göndereceğini söylüyor ama onada kalan parayı göndermiyor zaten, amcamla aralarında problem yaşanmış amcam sağolsun onlarıda dolandırmış. sigortamız işe girişten 1 hafta sonra başlatılmış ve sözleşmedeki gibi tam 5 ay yatırıldı ancak maaş ödemesi yapılmadı bu konuyla alakalı hukuki bi hakkımız varmıdır mahkemeye başvursak kazanma ihtimalimiz varmıdır. Şuanda hep şirket tarafından hemde amcam tarafından mağdur edildik benim kalan param 34 bin tl avukat a başvursam alacağım kadar nerdeyse parayı avukata vermek zorunda kalacağım iki arada bi derede kaldık yardımcı olursanız cok sevinirim yazdığım konu biraz karışık farkındayım umarım derdimi anlatabilmişimdir. Saygılarımla","Merhaba, söz konusu sizin durumunuza ilişkin olarak öncelikle maaş ödemeniz yapılmadığı için hem işverene karşı hem de ustabaşı olan amcanıza karşı ihtar çekebilirsiniz. Fakat buna rağmen ödeme yapmadıkları takdirde hem amcanıza hem de işverene karşı dava açabilirsiniz. Fakat dava açtığınız takdirde ödemenin eksik yattığını ispat edebilmeniz gerekir. Çünkü maaş ödemelerini banka hesabına göndermediği için çalışma arkadaşlarınızı da mahkemede tanık olarak göstermeniz gerekecektir.",Hukuk Bilgi Platformu
Merhaba bundan 15 yil önce ailem bir yakınından ev satın aldı. Karşı tarafın da rızasıyla ödeme parça parça gerceklesti ve biti. 15 yılı aşkın süredir tapu aileme aittir. Şimdi karşı taraf ödemenin geç olduğunu ve başka bahaneler ileri sürerek ailemden ekstra para talep etmektedir. Ödenmemesi durumunda dava açacaklarını ileri sürmektedir. Böyle bir durum söz konusu olabilir mi? Dava açılması durumunda kazanma ihtimalleri var mıdır?,"Merhaba, aileniz ile karşı taraf arasında ödemenin ve aranızdaki borcun bittiğine ilişkin bir yazılı anlaşma var mıydı? Aradan 15 yıl geçtiği için borcun varlığını ispat karşı tarafa düşmektedir.",Hukuk Bilgi Platformu
Merhaba. Dedeme ait tapusuz arazilerin bir kısmı dedem o dönem sağ olmasına rağmen yaşı tutan bir kaç kardeş kendi üzerlerine yazdırmışlar. Babam o dönem yaşı küçük konudan da habersiz . kadastro işlemi 1956 / 1961 yıllarında gerçekleşmiş . 2012 ve 2014 yıllarında daha önce kadastro geçen bir kaç yer için tekrar yenilemenin tescili yapılmış gözükmekte. Dedem 1987 yılında babamda 1995 yılında vefat etti. Bugün miras bölme toplantısında siz o dönem üzerinize yazdırdığınız yerleri de ortaya koyun kimseye haksızlık olmasın dediğimizde o yerleri bize babamız verdi vermeyiz demektedirler. Tapu tescil iptali davası açabilir miyim? Açarken ihtiyati tedbir koydurmam gerekir mi ? Teşekkür ederim.,"Merhaba, kadastro işlemi nedeniyle tapu iptal ve tescil davalarında 10 yıllık zamanaşımı süresi vardır. Fakat yolsuz tescile dayanan tapu iptal ve tescil davaları ile kardeşler arasındaki tapu iptal davasında zamanaşımı süresi yoktur.",Hukuk Bilgi Platformu
Evi 23 mart tarihinde aldık. Kiracı bize ve eski ev sahibine en geç temmuz ayında çıkacağını beyan etti. Yine de güvenemiyoruz. Çünkü yazılı bir evrak vermiyor. Eşim aynı apartmanda kiracı. Yani orayı oturmak için aldık. En kısa ve en garantili yol hangisi? İhtarname çekmek istiyoruz. Kiracının sözlü beyanını belirtelim mi? İhtarnamede etkili olur mu?,"Merhaba, evin yeni maliki olarak taşınmazı edinme tarihinden itibaren 1 ay içinde kiracıya ihtarname çekmeniz gerekiyor ve ihtarnamenizde kiracının sözlü beyanını da belirtebilirsiniz.",Hukuk Bilgi Platformu
"Merhaba, Boşanma süreci içerisindeyim ikiz çocuklarım var. Şu an geçici velayetleri bende. Babalarının görüş günü belli şu an için yalnız son zamanlarda bazı durumlar yaşandı. Bizimle birlikte yaşamamasına rağmen ben ve çocukların birlikte yaşadığımız evin kilidini değiştirip habersiz girmiş o arada uzaklaştırması da yoktu malesef. Şu an 3 ay uzaklaştırması var. Eve girdiğinde çocukların pasaportlarını çalmış. Bir güvensizlik oluştu. Kendisi kaptan ve deniz yoluyla çocukları kaçırabilir. Ben de çocuk teslim merkezlerinde görmesini istiyorum ancak avukatım ısrarla şunu vurguluyor: Siz göstermiyorum derseniz onlar o yola başvurabilir. Bu ne kadar doğru? Bir de yani göstermemek değil ama koşullu görmesini istiyorum. Bu konuda nasıl bir yol izleyebilirim?","İyi Günler, Avuakt doğru söylüyor, kişisel ilişki ve görüş şeklinin değişikliği için mahkemeye başvurabilirsiniz",Hukuk Bilgi Platformu
İyi günler Ayrıldığım iş yerinde sigortayı yatırdılar ama asgari ücreti yatırmadilar 20 gündür bekliyor um telefonlarımızı da açmıyor lar ne yapmam lazım.,"İyi Günler, İcra takibi ile alacak takibine başlamamız lazım.",Hukuk Bilgi Platformu
Calisdiyim özel firmada 6 aydir calismaktayim ama sigortami her ay10 gun 15 gun eksik yatirmislar girdi cikti yapilmis is veren (patron) bana kufur hakaret etmis saha muduru bana vurmak istemis ustume yurudu bu sirketten nasil bir sikayet eder hakkimi savunurum.,"İyi Günler, Hizmet tespit davası açmamız gerekir, ancak masrafları vekalet ücreti elde edeceğiniz menfaatten daha fazlaya mal olacaktır.",Hukuk Bilgi Platformu
"15.10.2021 tarihinde ikamet etmekte olduğum dairemi tayinimin Afyona çıkması nedeni ile kiraya verdim. Afyonda kira da oturmaktayım.. Ev sahibim depremzede. Afyona geldi daireyi boşaltmam için bana dava açtı. 15.10.2023 tarihinde Konya daki dairemin kira sözleşme süresi sona erdi. 15.08.2023 tarihinde ihtarname çektim. Konya daki dairemi satıp Afyonda ihtiyacım için daire alacağımı, bunun için yeni kira sözleşmesi yapmayacağımı, süre sonunda dairemi tahliye etmesini istedim. Evimi emlakçıya verip satılığa çıkardım. Emlakçının getirdiği ve benim gönderdiğim müşterilere , kiracı biz 6 aydan önce çıkmayız, ev sahibi 300.000 tl verirse çıkarız, bu daireyi satamaz yönünde ifadeler kullanarak müşterileri daireyi almaktan vazgeçiriyorlar. Arabuluculuğa başvurdum. cevap bekliyorum. Bu konuda benim ne yapmam gerekiyor. Afyonda kiracı olmam, daire alacak olmam, Konya daki daire için tahliye de ihtiyaçtan dolayı tahliye olurmu","İyi Günler, İhtarname´ in içeriği hatalı olmuş, ancak yine de sözleşmeyi feshettiğini belirtmiş, bu nedenle tahliye davası açması gerekiyor.",Hukuk Bilgi Platformu
Vakıfbank musterisiyim işyerin den istediğim avans hesabımdan otomatik tigger tahsilatı altında kesinti yapıldı maasımdan 4/1 kesiliyor yasalmı,"Merhaba, otomatik tahsilat son ödeme tarihinde borcun otomatik tahsil edilmesini sağlayan bir sistemdir. Fakat maaşınızdan 4/1 oranında kesinti yapılabilmesi icra müdürlüğü talebi ile ancak maaş haczi durumunda mümkündür.",Hukuk Bilgi Platformu
"Tapulu Devremülk hakkı uygulaması açısından Turizm Bakanlığı’nın Turizm Kiralaması hakkında Yönetmelikte yapılan son değişiklik kapsamına girip girmediği hususunda bilgi verir misiniz? Yapılan değişiklik yazlık konutların 3 aydan kısa kiralamaların kat maliklerinin tamamında onaylanması, ve Turizm Bakanlığından plaket alınması şartına bağlanmasıdır.Devremülk ise zaten azami 15 gün yararlanma hakkı veren hukuki uygulamadır.Buna göre bir devremülkün 24 dönem sahiplerinin oybirliği kararı ve Bakanlık plaketi hukuken uygulanması imkansız bir konudur Teşekkür ederim","Merhaba, söz konusu yönetmelik; Konutların Turizm amaçlı kiralanması faaliyetlerinin düzenlenmesine ilişkindir ve devremülk açısından bir istisna düzenlememekte, turizm amaçlı kiralama faaliyetlerinin geneli için çıkarılan bir yönetmeliktir.",Hukuk Bilgi Platformu
Merhaba;annem ve babam ben 6yasindayken ayrılmişlar ve ben şuan 43 yaşındayım babami tanimiyorum.babam 2.evliligini yapmış 1cocugu var ben babam ölmeden önce yani suan mal varliklarina serh koydurabilirmiyim teşekkürler...,"Merhaba, babanızın mirasında sizin de hakkınız bulunmaktadır. Fakat herhangi bir sebep göstermeksizin babanızın mal varlıklarına şerh koydurmanız mümkün değildir. Çünkü babanızın saklı payınıza mütecaviz etmediği sürece kendi mal varlığı üzerinde tasarruf hakkı bulunmaktadır. Eğer saklı payınıza mütecaviz edilirse tenkis davası açabilirsiniz.",Hukuk Bilgi Platformu
"Merhaba babam 23.03.2024 tarihinde vefat etti.Babama ait emekli maaşı bir gün sonra 24.03.2024 tarihinde yattı ve hukuki bilgi eksikliğinden kaynaklı olarak;annem bu maaş üzerinden 2000 tl bankamatik üzerinden çekti.Ölenin maaşı çekilmesi suç olarak görüldüğünden, bankadan çekilen 2000 tl bankaya annem tarafından iade edildi.Ayrıca maaş ödemesi 1 gün sonra yattığı için SGK´ya fazla ödenen maaş için ödeme gerçekleştirildi.Annem ve ben reddi miras talebinde bulunduk.Bu anlatılanlar maaştan çekilen para ve iadesi ayrıca SGK ya yapılan ödeme reddi miras talebini olumsuz etkiler mi?Ayrıca ölenin emekli maaşı iade edilmiş dahi olsa;ölüm tarihinden sonra çekilen 2000 tl için herhangi bir dava açılır mı?","Merhaba, söz konusu sizin durumunuza ilişkin olarak bankadan çekilen 2000 tl bankaya anneniz tarafından geri iade edildiği için herhangi bir sorun teşkil etmeyecektir. Ayrıca reddi miras talebinize de olumsuz bir etkisi olmaz.",Hukuk Bilgi Platformu
Selam kolay gelsin Eşimle 20 şubatta karşılıklı olarak boşandık hakim bizi bosarken 1 ay sonra gelip imza atmanız lazım dedi imza atarsak o zaman kesin boşanmış sayilacakmisiz biz imza atmaya gitmedik şuan boşanmış mi sayılıyoruz acaba,"Merhaba, boşanma kararının kesinleşmesi için size bu kararın tebliğ edilmesi lazım. Boşanma kararı size tebliğ edildikten sonra 2 haftalık istinaf başvuru süreniz başlar ve bu süre içerisinde herhangi bir işlem yapmazsanız ve istinaf başvuru hakkını kullanmazsanız, boşanma kararı kesinleşir.",Hukuk Bilgi Platformu
"İyi günler, sağlık bakanlığına hemşire olarak atandım fakat henüz arşiv araştırmam komisyondan geçmedi. Daha önce 4708 sayılı kanuna (yapı denetim) muhalefetten 5 ay Hagb verildi. Görevi kötüye kullanma suçu olarak geçiyor TCK 257/1 bu durum memuriyete girişimi engeller mi? Dmk 48.madde ye göre olmuyor ama içim içimi yiyor","Merhaba, HAGB kararı niteliği gereği kesinleşmiş bir mahkumiyet kararı değildir. ""Devlet memuru olabilmek için kişinin hakkında kesinleşmiş bir mahkumiyet hükmü bulunmaması şartı"" ihlal edilmez. Bu sebeple HAGB kararı tek başına memurluğa engel teşkil etmez.",Hukuk Bilgi Platformu
merhaba oturduğum evde 5.yıl dolmak üzere ev sahibi 2500tl olan kirayı 8500tl yapmak istiyor nasıl bir yol izlemeliyim şimdiden teşekkür ederim,"Merhaba, öncelikle ev sahibinin kira bedelindeki artış oranı %25 ile sınırlıdır. Bu sınır 1 Temmuz 2024 tarihine kadar devam edecektir. Fakat taraflarca kira bedelinin değişimine dair bir anlaşma yapılıp yapılmadığına bakılmaksızın, 5 yıldan uzun süreli kira sözleşmelerinde, beş yıldan uzun olmasa da beş yıldan sonra yenilenen kira sözleşmelerinde ve bundan sonraki her beş yılın sonunda ev sahibinin , hakim tarafından kira tespiti talep etme hakkı mevcuttur. Yani ev sahibinizin kira bedelinin tespiti davası açma hakkı bulunmaktadır.",Hukuk Bilgi Platformu
Ben kendim kirada oturuyorum.20 yıldan fazla aynı evde oturuyorum.evsahibim beni evden cikarmak istiyor.bende iki yıl önce bir ev aldım.oturduvum semte değil.cocugumun okulu nedeniyle evime tasinadim.bu sene okul bitiyor ve ben evime taşınmak istiyorum.evi aldığım zaman içinde kiracı vardı ve ben kendisine ikiyil evi kiraya vereceğimi süre sonunda evime taşınmak istediğimi bildirmistim.kiracim ozaman kabul etmişti.ama şimdi cikmixagini ve mahkemeye başvurabileceği mi soyluyor. Benim sorum şu kiracim evden cikmadivi için ben mağdur oluyorum ev sahibim benievden çıkarıyor. Yeniden kiraya çıkmam gerekecek.kiracima mağdur olduğum için maddi manevi tazminat acabiliyormuyum,"Merhaba, yeniden kiraya çıkmanıza gerek yok. Bu süreçte kiracınıza karşı ihtiyaç sebebiyle tahliye davası açabilirsiniz. Normal şartlarda; yeni malik taşınmazı edinme tarihinden itibaren 1 ay içinde durumu kiracıya yazılı olarak bildirmesi gerekir. Yeni malik bildirimden 6 ay sonra açacağı bir davayla veya kira sözleşmesinin bitiminden başlayarak 1 ay içinde dava yoluna başvurarak taşınmazı tahliye edebilir. Söz konusu sizin durumunuzda ise; siz zaten kiracınıza süre tanımışsınız ve ne zaman çıkması gerektiğini bildirmişsiniz. Bu noktada ihtiyaç sebebiyle tahliye davası açıp evin tahliyesini sağlayabilirsiniz. Bununla birlikte bu süreçte maddi zarara uğramanız durumunda bunun da tazminini mahkemeden talep edebilirsiniz.",Hukuk Bilgi Platformu
"Merhaba iyi çalışmalar diliyorum. Bana yardımcı olabilirseniz çok mutlu olurum. 14aydir kiracının, 5 yıllık kontratı var, kirami düzenli olarak banka aracılığıyla ödüyorum hepsi belgeli. Iki taraflı kontrat yaptim. Eşim kontrata el yazısıyla, ev sahibi evlenirse evi boşaltirim diye ibare yazmış. Ve nitekim ev sahibi bir hafta önce kız kaciracigim bana söz vermiştin iki aya kadar bosaltirmisin diye görüşme yaptı. Bu surede mümkün olmadığını söyledim, sadece sözle taciz ediyor. 1 yıl sonunda kontrat göre yüzde 25 artisimi yaparak devam ediyorum oturmaya. Mahkemeye verse benim hukuki sürecin ne olur? Bu arada evde ucuz oturuyorum ve evi eskisinden daha iyi şartlara getirdiğim için kıskançlık ve pişmanlık söz konusu. Çok teşekkür ediyorum şimdiden","Merhaba, bu noktada eğer ev sahibi gerçekten evlenecekse siz çıkmasanız bile ihtiyaç sebebiyle tahliye davası açıp evin tahliyesini sağlayabilir. Fakat ev sahibi daha yüksek bir kira bedeli için evi başkasına kiralamayı düşünüyorsa bu noktada ev sahibi; tahliye edilen taşınmazı 3 yıl boyunca, haklı bir sebep olmadıkça, tahliye edilen kiracıdan başka bir kişiye kiralayamaz. Kiraladığı takdirde maddi yaptırımı olacaktır. Yani burda asıl önemli olan ihtiyaç sebebinde samimi olup olmadığıdır.",Hukuk Bilgi Platformu
Ramazan Bayramı´ndan bir gün önce anneannemin evine gelen temizlikçi yaklaşık beş yüz bin civarında anneannemin birikimini çaldı. Eve aile üyeleri ve yabancı olarak sadece bu kadın girmiş. Kadın gittikten sonra anneannem kontrol etmiş ve altınları yerinde bulamamış. Bunun üzerine bir gün sonra polise gidildi ve parmak izi alındı fakat parmak izi çıkmadı. Kadının ifadesi alınmış ve evi aranmış hiçbir sonuç çıkmamış. Bu olaydan sonra kadın ne aramalara ne de mesajlara geri döndü daha önce temizliğe gittiği evlere gitmez olmuş yani kadın ortadan kaybolmuş. Konuyla ilgili kamera kaydı ve parmak izi olmadığı için takipsizlik kararı çıkmış ve konu kapanmış. Size sorum elde hiçbir veri yok diye bu kadar yüklü bir tutarı çaldırdığımızla mı kaldık biz başka ne gibi hukuki yollara başvurabiliriz? Teşekkür ederim.,"Merhaba, muhtemelen anneannenizin evine gelen temizlikçi parmak izi çıkmasın diye eldiven giymiştir. Söz konusu adreste kamera kaydı da olmayınca şüpheden sanık yararlanır ilkesi gereğince kovuşturmaya yer olmadığı kararı yani diğer ismiyle takipsizlik kararı verilmiş. Bu aşamada takipsizlik kararına karşı dilekçe vererek itiraz edebilirsiniz. Sulh Ceza Hakimliği itirazını inceleyecektir.",Hukuk Bilgi Platformu
30 DAİRELİK BİNADA GÜÇLENDİRME DE ÇOĞUNLUK OLAN %80 ÇOĞUNLUK OLAN 24 SAYISINI BULAMIYORUZ SAYI OLARAK 22 DE KALDIK.ÇOĞUNLUK GÜÇLENDİRME MALİYETİNE GÜCÜMÜZ YETİYOR.BU DURUMDA HUKUK OLARAK NE YAPABİLİRİZ TEŞEKKÜRLER,"Merhaba, söz konusu binada eğer güçlendirme zaruri bir ihtiyaç ise o zaman çoğunluğun tamamlanması aranmayacaktır. Yapı denetim firmasına veya belediyenin ilgili imar dairesine başvurarak apartman yapısı ile ilgili rapor alabilirsiniz. Aldığınız bu rapor neticesinde güçlendirme zaruri ihtiyaç olarak görülürse çoğunluk aranmayacaktır.",Hukuk Bilgi Platformu
"29 agustosta Peugeot bayisinden sıfır araç aldım. 5 gün sonra büyük bir kaza geçirdim. Aracım yapılmak üzere yetkili servise çekildi. Bugün 65 gündür serviste ve daha 45 tamir işinin süreceğini söylüyorlar. Neyse aracın kaput ucu ve arka camurlugunun boyanması istemedim ve göçük onarım yaptiracağımı söyledim. Tabii ki servisteki bütün işlemler bittikten sonra. Servis beni arayıp aracimin hazır olduğunu, göçük onarım için alabileceğimi söylediler. Servise gittiğimde aracın daha %50 kısmının yapılmadığını gördüm. Yedek parçaların daha gelmediğini ve bu sürede beklemek yerine aracın göçük kısımlarını yaptırmaya götürmemi söylediler. Biraz münakaşaya sonra sanayiye gitmek üzere yola çıktım. Otoyolda aracın freninin tutmadığını farkettim. Hemenkarayolunda tali yola girdim ve yakındaki oto tamirhanesine çektim. Aracın fren hortumunun delik olduğu ve bütün fren yağın döküldüğünü gördüm ve videoya çektim. Üstelik emniyet kemerlerinin de yerine tam bağlamadıklarını gördük. Şimdi ben bu yetkili servise benim canımı tehlikeye attıkları için dava açabilir miyim? Ne davası acacağım","İyi Günler, Dava açılabilir ancak tespit yaptırılması ve ispat edilmesi gerek.",Hukuk Bilgi Platformu
"Bir hukuksuzlukla karşılaştığımızda, veya kendimize veya üçüncü kişilere işkenen suç ortamında telefonla yasalara uygun kayıt almamız mümkünmü, delil niteliğinde olması için nelerr dikkat edilmeli.... Bu hukuksuzluk devlet memuru veya kolluk kuvveti ile ilgili olursa hangi ortam aleni sayılır ve nereye kadar kaydedebiliriz ve kaydı hangi merciilere vermemiz gerekir... Şimdiden teşekkürler","İyi Günler, ancak başka türlü ispat olanağı olmadı takdirde yapılabilir danıştayın emsal kararına göre.",Hukuk Bilgi Platformu
