soru,tarih,cevap
Merhaba benim sorum kardeşlerim annemin üzerinden vergi muhafiyetli araç aldılar ben kardeşlerime dava açıp hisse talep edebilir miyim,11/15/2023 7:14:36 PM,Merhaba. Bahse konu araç zaten anneniz üzerine olduğundan hisse talep edemezsiniz. Ancak annenizin vefatı halinde araçtan miras payınızı alabilirsiniz.
Merhaba türk telekoma eşimin hattını taşıdık taşıyan bayi 155 TL fatura dedi ve taahutlu dedi fakat taahutsuz olduğunu öğrendim sonradan müşteri temsilcisi bize telefonda taahutlu dedi fakat gelen fatura 195 TL tekrar aradık internet paketi taahutlu fakat dakka paketi taahhutsuz oldugunu söyledi şikayet oluşturduk inceleme sonucu müşteri temsilcisinin yanlış beyan verdiği ve ona cezai işlem uygulandığını belirttiler ama bizim faturamiz hakkında bir işlem yapılmadı ben zazminat davası açabilir miyim türk telekoma,11/15/2023 7:00:15 PM,Merhaba. Anlattığınız hususlarda tüketici hakem heyetine gidebilirsiniz.
İş yerinde kızımı hastaneye götürmek için izin ıstiyorum ama başımızdaki usta zorluk çıkarıyor izin vermek istemediği zaman oluyor napmam lazım bu mobinke girermi,11/15/2023 6:55:45 PM,Merhaba. Kızınızın hastaneye götürülmesi konusunda refakatçi olarak zorunluluğunuzun bulunması durumunda işvereninizin bunu engelleme şansı yoktur. Dilekçeyle işyerine başvurarak bu zorunluluğu hatırlatabilirsiniz.
meraba;eşimin benden habersiz çektiği krediden sorumluluğum nedir.Bunun için bankada onayım yok mesela,11/15/2023 5:08:44 PM,Merhaba. Eşinizin sizin dışında çekmiş olduğu kredilerden sizin şahsi malvarlığınızla bağlı bir sorumluluğunuz yoktur. Ancak bu borç nedeniyle ailenin ortak mallarına yönelik bir cebri icra yoluna gidilebilir.
Merhabalar öncelikle benim durumum şu yıllardır kullandığım bir hattim var hat abimin üstüne kayıtlı fakat turkcellden arandığımda bile adımla beraber işlem yapılıyor abimin üstüne olan diğer hattan borcu olduğu için benim kullandığım hatta kapanıyor böyle bir hakları varmı çünkü mağdur edildim ben şuanda veya dava açılabilirmi,11/15/2023 4:48:06 PM,Merhaba. Hattın mülkiyeti abiniz üzerine olduğu için operatör şirket borç nedeniyle bu hattı kapatabilir. Abinizle birlikte operatör şirket bayilerine gidip hattı üzerinize alabilirsiniz.
Üstüme vergi borcu ve vergi kaçakçılığı mahkemesi var üzerime ait mal mülk yok ama babamın var babam ölünce miras benle abime kalıcak ben bana kalmaması için reddi miras yapicam bende babamda reddi miras yapacaz yapabilirmiyiz yoksa devlet izin vermezmi babam hayla hayatta,11/15/2023 1:58:15 PM,Merhaba. Babanız hayatta olduğu için bu aşamada mirastan feragat edebilirsiniz. Ancak yapmış olduğunuz bu feragat alacaklıları mağdur etmek için gerçekleştirilirse babanızın vefatı halinde alacaklılar feragat işlemlerini dava edebilirler. Danışmanlık için müracaat edebilirsiniz.
Benim sicilim bozuk eşimin üzerine araba alsam sıkıntı olurmu,11/15/2023 1:08:04 PM,Merhaba. Eşinizin ekonomik durumunun müsait olması durumunda kendi üzerine araç alabilir. Sizin borcunuz nedeniyle eşinizin şahsi malvarlığına yönelik bir haciz tehditi olmayacaktır.
Kardeşim vefat ettı çocukların velayetı annede ben hala olarak görmek istiyorum ama gostermıyor sosyal medyadan dahı engelledı neyapmalıyım,11/15/2023 12:52:29 PM,Merhaba. Öncelikle başınız sağolsun. Yeğenlerinizle şahsi ilişki tesisi için dava açabilirsiniz.
Merhabalar yaklaşık 3 ay önce istifa ederek işten ayrıldım tam bir ay 8 günlük bir alacağım vardı çıkarken maaş bordrosu nu imzaladım sen imzala ayın 15 inde yatiricaz hepsini dediler tam üzerin 2 buçuk ay geçti ve hala maaşımı yatırmadi işveren her mesaj attığında param yok ödeme gelince ödiycem diyor yada hiç cevap vermiyor ayrıca işverenin normalde kızı olarak geçiyordu yalnız annesi isletiyordu maaşımı da hep geç yatırdılar geç yatmasının sebebide asıl isveren adına kayıtlı olan kişinin bahis sitesinde kumar oynayıp kaybetmesi ama ben o zamanlar iyi niyetinden hicbirsey demedim şimdi beni mağdur ettiler ve 2 buçuk aydır maaşımı yatirmiyorlar ve benimle konuşurken mesajlarda çok saygısız bir dille konuşuyorlar sana meraklı değilim ödeme gelirse öderiz gibisinden ben çıktıktan 1 ay sonrada işyerini kapattılar ihtar çekmek istiyorum ancak ikametgah adreslerini bilmediğim içinde ihtar çekemiyorum bu durumda ne yapmam lazım,11/15/2023 11:52:41 AM,Merhaba. Anlattığınız kadarıyla maaşınızı almak için açacağınız davada karşı tarafın mal varlığının bulunmaması nedeniyle başarısız olabilirsiniz. Ayrıca maaş bordrosunu da imzalamış olmanız nedeniyle sıkıntı yaşama ihtimaliniz bulunmaktadır.
"Merhaba ev sahibim kirayı %100 arttirmayip %25ten devam ettiğim için , için sürekli kapıma gelip evden çık diye beni rahatsız ediyor. Ben de kapıma kamera takip gelince kayıt tuşuna basmayı düşünüyorum. Çünkü tehdit hakaret her turlu kötü muamele yapmaya başladı. Kapıma kedi pisliği toz çöp her şey atıp gidiyor, ben en üst kattayim. Kamera görünür yerde olacak kayıt alsam suç teşkil eder mi? Hem caydırıcı olsun hem de delil olsun niyetindeyim",11/15/2023 10:41:15 AM,"Merhaba. Evinizin kapısına güvenlik amaçlı olarak kamera taktırabilir, bu kameranın aleni görüntülerini delil olarak kullanabilirsiniz. Ayrıca bu görüntüleri alarak suç duyurusunda da bulunabilirsiniz."
"Merhaba ,kardeşimin 6 şubat Kahramanmaraş depreminde evi yıkıldı. Eşi ve iki kızı vefat etti.Sadece kardeşim sağ çıktı.Oturdukları ev kardeşimin ölen eşinin üstüneydi.Depremden sonra eşinin ailesi yıkılan evi kardeşime satış yoluyla devretti.Deprem konutlarından yararlanmak için başvuruda bulundu ama deprem sonrası satış olduğu için reddedildi.Kardeşim 3. şahıs değil.Zaten %50 hissesi vardı.Bu konuda ne yapabiliriz?",11/15/2023 10:06:21 AM,Merhaba. Ne yazık ki deprem sonrası eş ve çocukların ölüm zamanlarının yanlış yazılmaları nedeniyle miras paylarında aksaklıklar meydana gelmiştir. Bu nedenle mağduriyet yaşadığınızı anlıyoruz. Ancak bu aşamada deprem sonrası satış yoluyla ev alınmasını gerekçe göstererek deprem konutlarından faydalandırılmamaktadır. İdareden talepte bulunulup red üzerine dava yoluna gidilebilir ancak olumlu bir sonuç alınamayacağını düşünüyoruz. Geçmiş olsun dileklerimizle.
Merhaba 9 Yıl Önce Evkur Alış Veriş Merkezinden 2 Adet Bir Kendime Bir Eşime Telefon Almıştım Aldıktan 12 Gün Sonra Motosikletimle Kaza Geçirdim Ve Yaklaşık 6 Ay Kadar Çalışamadım Ve Taksitleri Ödeyemedim Sonra Ödemek İçin Gittiğimde Avukata Vermişlerdi Onlarda Baya Bir Uğraştırdılar Ve Ödemedim Şuanda Ozaman Parası 8 Binliraya Aldım Telefon Adet Başı 6 Binlira Toplamda 12 binlira göstermişler Ve Şuanki Faiz İle Toplamda 75 binlira üzeri Bir borç gözüküyor Bu Konuda Bir Haksız Kazanç Davası Açabilirmiyim Sonuç Olarak Çok Faiş Bir Faiz İşlenmiş Kazanma Durumum Nedir Acaba,11/14/2023 8:53:55 PM,"Merhaba. Hakkınızda borcunuz nedeniyle yapılan icra takibinde, harçlar, vekaletname ücreti, dosya masrafı ve faiz gibi ekstra kalemler ortaya çıkacaktır. Hakkınızdaki icra takibi dosyasından kapak hesabını isteyerek borç kalemlerinizi net şekilde öğrenebilirsiniz."
Tefecilik yaptıkları ispatlandı eşimin100 84 engelli raporu var psikolojik eşimin tazminatının 75.000 tl sini 2018 yılında tefecilerin hesabına geçti ve şimdi kazandığımız dava dan tefecilerden alacağımız para yasal faizi ile yuzbin tl miş buna nasıl itiraz edebilirim nasıl bir yol izlemem gerek Allah rızası için yardımcı olun madur edildik,11/14/2023 8:03:28 PM,Merhaba. Tefecilik eylemi Türk Ceza Kanunu'nda düzenlenmiş bir suçtur. Anlattığınız şekilde ödeme isteyen kişiler hakkında suç duyurusunda bulunmanızı ve profesyonel destek almanızı öneririz.
Bizim bir binamız var yönetim olarak apartman bizim binada 3 no daki daireyi şu basmış kanalizyon İSKİ suyu bu daireye zarar vermiş bu daire ak sigorta li imiş sigorta da zararını ödemiş sigorta bina yönetimine dava açtı bu sırada uzlaşma da anlaşamadık bizi sigorta şirketi mahkemeye veriyor kazanabilir mi biz ne yapmamız gerekiyor bu binayı muthait yaptı sattı gitti,11/14/2023 3:32:41 PM,"Merhaba. Meydana gelen hasarın bina yönetiminin kusurundan kaynaklanmadığını, önlem alınması halinde dahi bu şekilde hasarın meydana geleceğini savunarak sorumluluktan kurtulma yönlü savunma yapmalısınız. Profesyonel destek almanızı öneririz."
Tarım alanı olarak kullandığımız 24 issedarlı 18700m2 yerin 3 issedara isseleri olan 2200m2 vermemize ramen satış istiyorlar ne yapmalıyız,11/14/2023 1:35:00 PM,Merhaba. Müştereke mülkiyetle malik olduğunuz taşınmaz tarım alanı olduğu için belli bir alan altı miktar bölünerek hak sahibine verilememektedir. Dolayısı ile ortaklıktan ayrılmak isteyen paydaş olması halinde ancak satış yoluyla ortaklığın giderilmesi zorunludur. Bu paydaşların alanlarını siz veya başka bir paydaş satın alarak sorunu çözebilirsiniz. Detaylı bilgi için iletişime geçebiliriz.
30 yıl önce kurduğum ve 6 ay sonrasında da kapattığım şahıs firmamın kapanmadığını emekli ikramiyesi 5.000TL hesabıma yatmayınca e-devlet sorgulamasında öğrendim. Bu şahıs firmam hala aktif görünüyor. Ne yapmalıyım?,11/14/2023 11:50:58 AM,"Merhaba. Bağlı bulunduğunuz vergi dairesinden şahıs şirketinin neden kapanmadığını öğrenebilirsiniz. İşlemlerde veya kayıtlarda sıkıntı varsa düzeltip, kapatma işlemini daha önce yaptığınız gerekçesiyle emekli ikramiyesini tekraren talep edebilirsiniz."
Ben ortağıma vakalet verdim.ama muhasebeci karşılığı.ve verdiğim e devlette 4muhasebecinin ismi çıkıyor.bunlar ortak olduğu için.bunun bu sekilmi olması gerekiyor rica etsem öğrene bikirmiyim,11/14/2023 11:39:27 AM,Merhaba. Ortaklı muhasebe şirketlerinde tüm muhasebecilerin adının çıkma ihtimali vardır. Adı çıkan muhasebecileri arayarak durum hakkında bilgi alabilirsiniz.
Birkaç gün önce bir otobüs firmasından bilet satın aldım ancak hareket saati geldiğinde seferin iptal edildiğini öğrendim. Veznedeki görevliye durumu sorduğumda bana mesajla iletişim sağlandığını söyledi ancak böyle bir durum ortada yoktu. Biletimi iade ettiklerinde kredi kartıyla ödeme yaptığım için 3 gün beklemem gerektiğini söylediler. Bu durumda benim haklarım neler yardımcı olursanız sevinirim.,11/14/2023 9:23:23 AM,Merhaba. Tüketici hakem heyetine başvurarak uğradığınız zararı talep edebilirsiniz.
merhaba benim teyzem arkadası ike evde kalırken yangın çıkıyor ve arkadası teyzemi suçluyor. daha sonrasında kasko şirketi dava açıyor ve teyzem hacizlik oluyor. Dedem vefat ettiği için ev anneannem annem kücük teyzem ve icralık olan teyzem üzerinde miraslı olduğundan ev satışa çıkıyor ve satılıyor. 3 sene sonra yani bu yıl teyzemin beraatine suçsuz olduğuna dair karar çıkıyor. şimdi teyzem kasko şirketine dava açmak istiyor. fakat evi de baskası aldı suan süreç nasıl olcak,11/13/2023 7:46:31 PM,"Merhaba. Zarar gören evi başkası almış olsa dahi, sigorta şirketinin tazminat kapsamında tahsil ettiği miktarlar için karşı dava yoluna gidilebilir. İletişim kurmanız halinde size yardımcı olabiliriz."
Ben 9 Ekim'de kaza yaptım bana vurdular kırmızı ışıkta bekledim yeşil yandı karşı taraf kırmızıdan geçti kamera kayıtları var %100 haklıyım kırmızıdan geçti gözüküyor bunda ben ne talep etme imkanlarim vardır ilk defa kaza yaptım ne yapilcani bilmiyorum,11/13/2023 1:13:11 PM,"Merhaba. Bizimle iletişime geçmeniz halinde, yaralanmanız nedeniyle tüm maddi ve manevi zararlarınız, iş gücü kaybınız ve maluliyetiniz kapsamında tazminat davalarını açarak tüm zararlarınızı karşılamaya çalışırız."
"Merhaba ben annemi hastaneye götürdüm kan kustuğu için öncelik istedim ama verilmedi doktorda ilgilenmedi. Bende sinirlenip kağıtları yırttım anneme hadi gidelim başka Bi hastaneye dedim ve döndüm tam giderken doktor ""gerizekalı salak"" dedi bunun üzerine dönüp bende hakaret ettim sözlü olarak ama temas yok doktor hakaret davası açmış geçenlerde davamız vardı kamera kayıtlarında doktorun sesi duyulmuyor ama ben bağırdığım için benim ki duyuluyor bu yüzden kaybettim davayı ve para cezası verildi itiraz edicem ama ne yapmam gerekiyor kazanmam için",11/13/2023 2:17:39 AM,Merhaba. Bu aşamada itiraz dışında bir yolunuz kalmamış gibi gözüküyor. Dosya suretinizle birlikte müracaatınız halinde size yardımcı olabiliriz.
"Merhaba, 05.05.2024 te nikahım olcak. Kiracımla sözleşmem 15.05.2024 tarihden doluyor. Kiracım parasal bahaneler uydurarak, eylül 2024 te anca cıkabilirim diyor. Ama güvenmiyorum adama, eylülde çıkcağını nasıl garanti altına alabilirim?",11/13/2023 12:15:25 AM,Merhaba. Kira sözleşmenizin süresi dolmadan önce sürelere uyarak kişisel ihtiyacınız olduğunu belirtir şekilde tahliye ihtarı çekmenizi ve bu ihtardan sonra da sürelere riayet ederek tahliye davası açmanızı öneririz. Kiracınızın sözleşme bitiş tarihinden sonra yapılan ihtarı kabul etmeme hakkı vardır.
Ortaklıkta ortağın haczini diğer ortagı haksız yere maaşından kesiliyor bunu diğer ortağın üstüne çevirme imkanımız varmı ( sigortalı işte çalıştığı için onun maaşından kesiliyor haksız yere ),11/12/2023 11:25:52 PM,Merhaba. Sadece ortak olduğunuz için yaptığınız borç ödemeleri kapsamında ortağınıza icra takibi yapabilirsiniz. Bunun haricinde borcun size ait olmadığınız yönünde icra organına itiraz hakkınızda mevcuttur.
Merhaba'lar evimde oturan kiracim esyalarinin büyük kismini goturdu cok az esyasi kaldi anahtari ve evi teslim etti ama anahtar teslim ettigi icin bi tutatnak tutmadik 1 kac gun sonra alacam dedi almaya gelmiyor ne yapmamiz gerekiyor,11/12/2023 7:25:12 PM,Merhaba. Anahtarı teslim edip evden çıktığını beyan etmesi nedeniyle eşyaları da terk etmiş sayılacağını ön görebilirsiniz. Ancak bu şekilde daha sonra kiracınız eşyaları size emanet bıraktığını beyan eder ve bunları geri isterse sıkıntı yaşama ihtimaliniz olabilir. Detaylar için tarafımızdan danışmanlık hizmeti alabilirsiniz.
Merhaba. Okul nedeni ile özel bir yurtta kalıyordum. İlk geldiğim hafta görevli müdüre buzdolabının üstünün kırık olduğunu sözlü şekilde beyan ettim. Çıkacağım zaman oda arkadaşım buzdolabının fotoğrafını görevli müdüre göndermiş ve o da suçu bize attı. Ben zaten orada 15 gün kaldım. Sözlü beyanımı da yalanlıyor. Depozitodan kesileceğini söylüyor. Bu durumda ne yapabilirim yardimci olur musunuz lütfen ?,11/12/2023 5:59:40 PM,"Merhaba. Giriş sırasında bu durumu yazılı bir belgeye bağlamadğınız ve sağlam şekilde teslim aldığınızı beyan ettiğiniz için (başlangıçta imzaladığınız sözleşmede muhtemelen böyle bir ibare vardır) yapabileceğiniz bir şey yok ne yazık ki. Ancak yurda girişte bir sözleşme imzalamamış ve eşyaları tam ve sağlam teslim aldığınızı beyan etmemiş iseniz, bu durumda yurt kesinti yapamaz."
"Bir arkaşınla payılı ev alacağım ama onun üzerine yapacağım , ben para verdim diye nasıl isbat edeceğim?",11/12/2023 12:10:47 PM,Merhaba. Aranızda noterde bir belge düzenleyebilirsiniz. Taşınmaz satış vaadi şeklinde bir sözleşme yaparak işlem yoluna gidebilirsiniz. Ancak tapu kaydı esas olduğu için sizi %100 korumayacaktır.
"Merhaba, ben özel bir yurtta kalıyorum ve kaldığım yurda temmuz ayında giriş yaptım ödediğim ücret 1800 2. Ay asgari ücret yükseldiği için 2500 ödemeye başladım aylık kalacağım ve ne zaman çıkacağım belli olmadığı için sözleşme imzalamadim ve yurt müdürü Kasım ayında ücreti aniden 3500 yaptı ve her ay her hafta zam getiricem der buna hakkı var mı özel bir pansiyon olması bunu yapabilecek hakkı verir mi yasal mı bu durum ve sigortasız isçi çalıştırıyor ne yapabilirim bunun için şikayet etmek istiyorum bilgi alabilir miyim ? Teşekkür ederim",11/12/2023 9:11:59 AM,Merhaba. Bir an önce sözleşme imzalamanızı ve yapılacak artışlar konusunda sözleşmeye madde koydurmanızı tavsiye ederiz.
Köyümüzde evimizin önünde ki yolu 6-7 metre ileri aldılar arsamizin önünde oluşan arsayı il Özel idaresi başka birisine sattı. Arsanin imarı yok arsayı alan kişi evimizin yola giriş çıkışına engel olacak şekilde duvar örüyor evimiz tek girişli yola tek bağlantısi var il özel idaresini aradım arsanın sahibi arsanın etrafını duvarla örebilir ama içine hiçbir şey yapamaz mahkemeye ver veya da anlaşmaya çalış dedi ne yapmam gerekiyor bilemiyorum. Burası köy olduğu için belediye yok Bu duvarı yıksam başıma sıkıntı verir mi evime girmem çıkmam gerekiyor başka bir yerden de giriş yapabilmem mümkün değil sağa sola her tarafı arsa ve duvarlarla örülü.,11/12/2023 8:04:13 AM,"Merhaba. Anladığımız kadarıyla arsayı alan kişi sizin eskiden beri kullandığınız yolu da kapatmış durumda. Bu durumda zorunluluk hali kapsamında bu yolu kullanmanız gerekeceğinden hemen bir ""irtifak hakkı"" talepli dava açabilir, menfi tespit isteyebilir ve haklarınızı savunabilirsiniz. Konu ile ilgili detaylı bilgi için iletişime geçebilirsiniz."
Öncelikle merhaba Kulkandığım telefonum haricinde fazladan bi telefonum daha vardı ve ben bu telefonu telefonu bozulan bi arkadaşıma kullanması için verdim Ailemden dolayı memleketten istanbula geldik suan çocuğu arıyorum telefonlarıma bakmıyor iphone telefon fakat icoludun danda çıkmış ama telefonun kutu faturası ve telefonundan icoludundan cıktı smn yazmıs olduğu mesajlar var nasıl bir yol izlemeliyim,11/12/2023 6:15:51 AM,"Merhaba. Telefon sizin adınıza ise telefonun kaybolduğunu BTK ya bildirerek kapanma işlemi yapabilirsiniz. Rızanızla telefonu vermeniz nedeniyle aranızdaki ilişki hukuki bir ilişki olup, telefonun tarafınıza iadesi yönünde bir dava da açabilirsiniz."
A4 boş kağıda isim soy isim tc yazarak imza atmak bir geçerlilik hükmü varmidir yada a4 kagidinin arkasi çocukların kimlik fotokopisi önündede isim soy isim tc imza olursa geçerlilik olurmu?,11/12/2023 4:12:39 AM,"Merhaba. Anlattığınız durum hukuki tabir olarak ""beyaza imza"" şeklinde tanımlanmaktadır. Bu kapsamda imza attığınız kağıdın haksız şekilde doldurulması, bu belgeyi aleyhinize kullanılacak belge niteliğine dönüştürür. Böyle bir durumda beyaza imzanın kötüye kullanılması nedeniyle dava açabilirsiniz. Ancak beyaza imza attığınızı ispat yükü size aittir."
"Merhaba, ben özel bir kolejde öğretmenim. 2020 Mart ve 2021 Ağustos tarihleri arasında kısa çalışma ödeneği aldım ancak tam zamanlı çalıştım. Okulum sadece 10 gün sigortamı yatırdı. Geri kalan ücreti SGK'DEN aldım. Şu anda haklı fesih hakkım var mıdır?",11/12/2023 12:05:56 AM,"Merhaba. İddianız ile ilgili zamanaşımı süreçleri ve eksik yapılan ödemeler göz önünde bulundurulduğunda, bu durum haklı fesih hakkında süreyi kaçırdığınız yönünde kanaat oluşturmaktadır. Evraklarınızla birlikte müracaatınız halinde detaylı bilgi alabilirsiniz."
Trendyolda çekilişe girmiştim çekiliş erken bir tarihte yapılıp banada kazandığıma dair bir bilgi vermediler ve bu süre bitti hediyemi alamadım karşı dava açsam kazanır mıyım,11/11/2023 7:44:46 PM,"Merhaba. Satış şirketi çekiliş şartnamesi ve ilanında belirtilen şartlara uymadan süreci tamamladıysa, bu konuda bir dava açma hakkınız mevcuttur. Ancak belirttiğiniz sanal market gibi büyük şirketler genel olarak çekiliş şartnamesine çok dikkat etmektedirler. Bu hususları araştırarak harekete geçmenizi tavsiye ederiz."
Merhaba Bizim alt katta oturan komşu ile problem var. Çatı katında oturuyoruz. Alt kısma oturan ve onunda bir alt katta oturan iki kardeşler Sorun banyodan kaynaklı evi satın almadan önce çatı ve banyonun akıp almadığını sorduk öyle bir sorun olmadığını söyleyerek yalan bilgi verip kandırdılar. Bu evi satan kişide o iki komşunun kardeşleri oluyor Eve taşındık biraz zaman geçmesini bekleyip banyodan şu geliyor akıyor rahatsız oluyoruz vs konuşmalardan sonra anlayışla yaklaşıp banyoyu yaptırdık. İkinciye bir daha geliyor Zaman geçtikçe eee sizin banyonuz düzelmedi hala su akıyor Tavan simsiyah oldu. Usta bakıyor sorun sizden kaynaklı bir şey yok diyor. Tekrar sökülüp komple banyo kırılıyor tamiri sıfırdan oluyor.... şimdi gene zaman geçiyor bizim Tavan simsiyah akıntı var diyor ama bunu ifade ederken de saldırıya geçip hakaretler ederek üzerimize yürüyerek iki kız kardeş ve oğlu 3 kişi olay içinde o tartışma olduğu gün yönetici arıyor sizin mutfak lavabosu borularından dolayı alt komşunun giderati bizden kaynaklı tıkandığıni söylediler. Yönetici eve çağırdık kontrol etsin diye duvardan bir borunun yerinden çıktığını gördüler.ortak karar alınıp ok. Dedik anlaştık. Tamam hemen yaptırırız neyse masrafları hemen karşılarız vs konuşmadan sonra yöneticiyi tam kapıdan yolcu ederken bizim üstümüze yürüyüp olmadık hakaretlere maruz kaldık. Suçlayıcı yaklaşıp oğlu o boruyu siz çıkartınız siz elinizle oynayıp o boruyu çıkartınız sizin yüzünüzden oldu konuşmalar yaptı. Kaldı ki o boruyu bizim çıkartma gibi bir söz konusu bile olamaz binanın dışında nasıl ulaşılır ve neden böyle bir kötülük yapılır kötü ithamlarda sürekli üslubu bozuk bir şekilde konuşmalara maruz kaldık. Bunun için ne yapabilirim. Nereye şikayette bulunabilirim . 3 defa banyo kırılıp sıfırdan tamiri yeni malzemelerle yapıldı. Şimdi tekrardan 4 . İçin yaptırin diyorlar söylemesi kolay adamların cebinde akrep var. Ben bunu nasıl karsilayabilrim. Neden sürekli para ödüyoruz Evin sigortası Yok. Ben şimdi nereden para bulup yaptırayım. Sürekli mandi manevi zarara ben uğruyorum. Yaptıracak gücümde Yok. Yardımcı olursanız sevinirim 🙏 durum çok ciddi artık bu durumlara katlanamıyoruz. Alt komşunun başka sorunlarında var ne zaman kapıyı açsak kapısını açıp bizi dinliyor. Kızını gördüm kamera dan gelip gelip bizim kapının önünde kulağını dayayıp kapı dinliyor. nasıl bir yol izlemem gerekiyor,11/11/2023 3:54:38 PM,"Merhaba. Öncelikle size yönelik baskı ve hakaret sözlerinden dolayı suç duyurusunda bulunabilirsiniz. Şikayetinizi savcılık veya karakola yapabilirsiniz. Diğer yandan bina ortak kullanım alanlarından (çatı gibi) kaynaklı sorunların çözümü tüm binanın sorumluluğunda olup, sizin dairenizden kaynaklı (banyodan su akması gibi) sorunların çözümü sizin sorumluluğunuzdadır. Bu masrafları sizin karşılamanız gerekmektedir."
Sicili temiz biri naylon faturadan 3 ila 8 yıl yargılancak hapis yatar mı yatmama olasigili nedir,11/11/2023 3:28:24 PM,Merhaba. Evraklarınızla birlikte müracaatınız halinde konusunda uzman ceza hukuku avukatlarımız size yardımcı olacaktır.
"Merhaba. Hatay'da 6 Şubat depreminde hasar gören evimin expertizi yine şubat ayında yapılıp tutarın belirlenmesine rağmen para hala yatırılmadı. Dask hiçbir şekilde dönüş yapmıyor sadece oyalıyor. 9 aydır incelemede gözüküyor bekleyin diyorlar sadece. O zaman hesaplanan tutarın bu süreçte değeri kalmadı, ücretin de yeniden hesaplanması gerekli. Bu konuda nasıl bir hukuki süreç başlatılabilir ?",11/11/2023 12:51:25 PM,Merhaba. Ne yazık ki enflasyon kaynaklı kayıplara ilişkin şu aşamada yapılacak bir işlem yok. Ancak bazı mahkemelerce enflasyon kaynaklı kayıpların da tazminat olarak istenebileceği yönünde kararlar alınıp bu kararların Yargıtay onayından geçtiğini duyuyoruz. Konu ile ilgili profesyonel destek almanızı öneririz.
YASAL TAKİP SAYIN Müşteri : KULLANMIŞ OLDUĞUNUZ NUMARA ÜZERİNDEN İPTALİ SAĞLANMADIĞI İÇİN HAKKINIZDA TAZMINAT DAVASI AÇILMIŞTIR. Bu şekilde bir avukattan mesaj geldi bilgi almak istiyorum,11/11/2023 10:30:05 AM,Merhaba. Atılan mesaj dolandırıcılık amacıyla atılmış bir mesaj. Kesinlikle itibar etmeyiniz.
"Merhaba, 3 bankadanda icraligim varlik sorketinde 1 banka ise takipsizlik yaziyo ise baslamam lazim eger ise baslarsam maas hesabim bloke koyabilirlermi koyarlarsa ne zaman sonra koyabilorler ve ne kadar kesilir? Simdiden cok tesekkurederim",11/11/2023 9:34:07 AM,Merhaba. Hakkınızda yapılan icra takibi kapsamında borç kesinleştiği anda maaş hesabınıza haciz konulabilir.
"Banka çekiniz varsa ve parayı zamanında alamazsanız, avukat sizin için çeki ne kadar sürede alabilir?",11/10/2023 10:42:41 PM,Merhaba. Çek keşide eden kişinin ekonomik durumu ve çekin karşılığının bulunup bulunmamasına göre süreler değişiklik gösterecektir.
merhaba erkek kardeşim 02/04/2019 yılında vefat etti vefat etmeden eşinden boşanmıştı 1 kız çocuğu var annem ve baba ile beraber yaşıyordu aynı konutta annem ve babam ile beraber 2015 yıllı satın alınan evin tapusu kardeşimin üzerineydi paranın çoğunu annem ve babam verdi kardeşim eksik olan paranın bir kısmını kredi çektiği için tapu kendi adınaydı vefat ettikten sonra 06/11/2023 tarihinde eski eşi henüz 11-12 yaşında olan kızı adına ev için haksız işgal diye ecrimsil davası açmış iannem ve babam mağdur olmaması için ne yapabiliriz iyi çalışmalar,11/10/2023 4:06:01 PM,Merhaba. Konu ile ilgili olarak kardeşinizin tek mirasçısı çocuğu ve bu çocuğunda velisi annesi olduğundan annesinin böyle bir dava açmaya hakkı vardır. Davanın profesyonel şekilde takibi gerekmektedir. Taşınmazın mülkiyeti ile ilgili dava açılabilir. Randevu almanız halinde yardımcı olabiliriz.
Aracımin devri öz kardeşimin üstüne fakat aracın ödemesi benim hesabımdan yapıldı trafik sigortaları benim hesabımdan ödendi aracın benim olduğuna dair onlarca şahidim var fakat kardeşim beni dolandırdı aracıma el koymak istiyor aracın benim olduğunu nasıl ispat edebilmemin hukuken bir yolu var mı?,11/10/2023 1:18:52 PM,Merhaba. Bu tip davalarda tanıkla ispat mümkün değildir. Ancak siz yapmış olduğunuz ödemeleri borç olarak kabul edip bu paraların iadesi için dava sürecini takip edebilirsiniz. Aranızda araç devir sözleşmesi gibi (noterlikte yapılmış) bir belge var ise bunu delil olarak ileri sürer araç tescili için dava yoluna da gidebilirsiniz.
Müstakil ev yaptırdım mütahhit nisanda tamamlaması gereken inşaati kasım ayında bile yapamadı ben tamamladım işçi sgk borcunu bile ödememiş ben ödedim . Fenni mesul olan mimar mütahitin kardeşi iskan alma aşamasında evim bütğn belgeleri aldım sadece iş bitirme tutanağı kaldı mimar benden para istiyor imza karışılığı kardeşime olan borcu 2 katına çıkardım diyor ödemezssem imzada yok diyor . Fakat mütahhitle borcum konusunda bir anlaşma yok senet yok kendi kafasına göre artırdı. Ne yapabilirim iskanı almam gerek,11/9/2023 10:43:37 PM,Merhaba. Konu ile ilgili elinizde bulunan tüm bilgi ve belgelerle müracaat ile tarafımızdan danışmanlık hizmeti almanızı öneririz. Bu tip konular nitelikleri gereği inceleme ve araştırma sonucu cevaplandırılabilecek konulardır.
